yas,cinsiyet,boy,kilo,bmi,vucut_tipi,kas_orani,yag_orani,kemik_yogunlugu,hiz,kuvvet,dayaniklilik,esneklik,koordinasyon,denge,reaksiyon_hizi,ailevi_spor_gecmisi,anne_spor_durumu,baba_spor_durumu,dominant_el,spor_yili,onceki_sporlar,en_basarili_spor,yaralanma_gecmisi,stres_toleransi,takım_oyunu_tercihi,yarışma_tutkusu,konsantrasyon,coğrafi_konum,ekonomik_durum,tesis_erisimi,tavsiye_edilen_spor,skor_futbol,skor_koşu_atletizm,skor_basketbol,skor_voleybol,skor_yüzme,skor_güreş,skor_tenis,skor_bisiklet,skor_jimnastik,skor_boks
45,Erkek,176,63.8,20.5,Mezomorf,27.2,16.7,Düşük,4.1,5.7,4.4,5.1,4.7,3.6,4.9,Var,Aktif,Sporcu,Sağ,35,"['Tenis', 'Yüzme']",Yüzme,Yok,6.5,Bireysel,4.1,4.4,Güneydoğu Anadolu,Orta,Kolay,Yüzme,58.5,46.6,61.6,43.4,65.9,61.5,61.5,63.8,43.8,62.0
20,Erkek,173,56.8,19.0,Mezomorf,21.5,9.5,Düşük,5.9,6.4,5.9,5.5,6.6,7.6,7.0,Var,Sedanter,Aktif,Sağ,1,['Atletizm'],Atletizm,Hafif,3.6,Takım,3.0,5.7,Akdeniz,Yüksek,Kolay,Bisiklet,75.3,53.1,75.2,57.0,70.3,73.5,72.7,77.6,56.5,73.1
25,Kadın,167,48.0,17.1,Mezomorf,17.0,17.1,Düşük,4.5,4.8,5.3,6.9,6.9,5.1,7.0,Yok,Sedanter,Aktif,Sağ,5,['Voleybol'],Voleybol,Yok,5.1,Karma,5.0,4.1,Ege,Düşük,Orta,Tenis,72.2,49.8,72.5,54.3,68.1,67.5,73.3,67.1,52.2,66.5
35,Erkek,169,62.3,21.8,Endomorf,27.2,11.8,Yüksek,2.8,5.8,3.8,3.7,4.1,3.2,3.0,Yok,Aktif,Sedanter,Sağ,12,['Voleybol'],Voleybol,Hafif,7.0,Karma,5.2,7.8,İç Anadolu,Orta,Zor,Güreş,43.1,42.5,46.4,46.4,43.5,57.3,33.8,39.6,39.6,37.1
46,Erkek,187,89.5,25.6,Endomorf,28.9,23.3,Orta,2.6,6.4,3.0,4.5,5.8,4.5,4.6,Yok,Sedanter,Sedanter,Sol,10,"['Jimnastik', 'Atletizm']",Atletizm,Yok,8.5,Bireysel,4.0,6.8,Ege,Düşük,Zor,Güreş,37.1,39.6,44.0,44.0,46.7,60.7,40.9,42.0,47.6,39.3
24,Kadın,164,53.2,19.7,Mezomorf,17.8,12.1,Düşük,7.0,5.4,6.3,6.6,7.9,4.1,7.0,Yok,Sedanter,Aktif,Sağ,3,"['Futbol', 'Basketbol', 'Voleybol']",Futbol,Hafif,7.2,Karma,4.7,5.2,İç Anadolu,Orta,Orta,Futbol,80.4,55.2,78.5,60.3,70.1,68.0,79.1,68.4,52.7,74.0
20,Erkek,169,66.5,23.2,Ektomorf,34.6,15.7,Orta,7.6,6.6,7.5,6.7,6.9,4.0,5.0,Yok,Sedanter,Sedanter,Sağ,9,"['Futbol', 'Basketbol', 'Tenis', 'Güreş']",Futbol,Hafif,5.0,Bireysel,6.5,5.1,Marmara,Düşük,Zor,Koşu/Atletizm,56.4,75.6,71.1,71.1,75.3,54.2,56.7,73.6,71.3,57.6
49,Erkek,176,73.0,23.5,Mezomorf,19.5,16.9,Orta,3.7,4.5,4.7,4.2,4.0,3.1,4.4,Yok,Aktif,Sedanter,Sol,35,['Futbol'],Futbol,Yok,6.8,Bireysel,2.7,6.3,İç Anadolu,Düşük,Orta,Yüzme,57.1,45.3,59.6,41.4,62.7,57.3,56.9,60.7,37.8,58.7
49,Erkek,185,72.9,21.3,Endomorf,22.8,20.8,Yüksek,3.9,4.9,3.8,4.7,5.6,4.3,3.3,Yok,Sedanter,Aktif,Sağ,21,"['Voleybol', 'Basketbol']",Voleybol,Orta,7.4,Takım,3.9,5.6,Marmara,Düşük,Zor,Güreş,47.8,45.2,53.0,53.0,45.6,59.5,40.9,40.0,44.5,38.0
50,Kadın,163,62.5,23.5,Ektomorf,20.9,21.1,Yüksek,4.9,1.6,5.9,5.5,3.8,5.3,4.4,Yok,Sedanter,Aktif,Sağ,25,"['Atletizm', 'Jimnastik', 'Basketbol']",Basketbol,Yok,8.1,Karma,1.5,5.6,Marmara,Orta,Orta,Koşu/Atletizm,50.2,67.6,67.1,67.1,60.4,42.4,42.9,61.8,56.7,39.6
13,Kadın,164,41.9,15.6,Ektomorf,16.9,10.1,Yüksek,5.1,2.9,6.3,6.5,3.6,5.5,4.0,Yok,Aktif,Sedanter,Sağ,2,"['Futbol', 'Basketbol']",Futbol,Yok,5.8,Karma,5.0,7.7,Marmara,Orta,Kolay,Koşu/Atletizm,50.9,71.3,67.2,67.2,65.4,47.6,44.0,66.0,60.9,42.4
18,Erkek,166,50.7,18.4,Ektomorf,16.2,9.8,Yüksek,6.7,3.6,8.3,6.8,5.1,7.6,6.9,Yok,Sedanter,Sedanter,Sol,6,"['Yüzme', 'Boks']",Yüzme,Hafif,5.0,Bireysel,6.4,4.9,Güneydoğu Anadolu,Orta,Zor,Koşu/Atletizm,52.9,77.0,65.8,65.8,71.1,56.9,55.5,76.7,69.3,55.5
39,Kadın,149,40.0,18.0,Ektomorf,18.3,13.9,Düşük,4.7,2.3,6.1,5.6,4.6,5.4,5.1,Var,Aktif,Sporcu,Sağ,22,['Basketbol'],Basketbol,Yok,8.1,Karma,2.6,6.5,Doğu Anadolu,Düşük,Zor,Koşu/Atletizm,51.6,68.6,66.5,66.5,60.5,44.4,45.5,64.0,59.8,42.2
41,Erkek,178,72.4,22.9,Mezomorf,21.2,13.7,Yüksek,3.9,4.5,3.5,4.6,3.4,4.8,5.2,Yok,Aktif,Sedanter,Sağ,22,"['Futbol', 'Voleybol', 'Atletizm', 'Jimnastik']",Atletizm,Yok,5.0,Takım,2.4,6.2,Akdeniz,Düşük,Zor,Basketbol,61.5,43.8,66.4,48.2,61.5,58.9,58.4,61.8,40.5,58.4
44,Kadın,145,45.5,21.6,Endomorf,25.0,18.2,Düşük,3.3,3.8,3.2,5.2,3.2,5.6,4.5,Var,Sedanter,Sedanter,Sol,15,"['Bisiklet', 'Atletizm', 'Tenis']",Atletizm,Orta,5.5,Takım,4.7,5.3,Marmara,Düşük,Zor,Güreş,41.3,41.5,42.7,42.7,38.5,59.6,38.5,39.1,41.5,36.0
33,Kadın,182,64.1,19.4,Ektomorf,14.4,12.6,Düşük,5.5,3.0,6.2,7.8,6.7,7.0,7.2,Yok,Aktif,Aktif,Sol,17,"['Basketbol', 'Futbol', 'Yüzme']",Basketbol,Ağır,4.9,Takım,5.2,5.9,Akdeniz,Orta,Orta,Basketbol,57.1,71.3,75.8,75.8,69.9,52.7,58.5,69.3,71.8,48.9
27,Kadın,166,50.1,18.2,Mezomorf,18.7,15.7,Düşük,6.0,5.0,4.9,5.8,5.1,5.2,3.9,Yok,Sedanter,Sedanter,Sağ,13,"['Basketbol', 'Voleybol', 'Yüzme', 'Futbol']",Yüzme,Yok,5.3,Bireysel,5.8,6.2,Marmara,Orta,Orta,Bisiklet,63.6,51.4,64.5,46.4,65.6,65.3,65.1,66.9,47.5,63.3
28,Erkek,165,48.6,17.8,Mezomorf,23.9,6.1,Yüksek,5.7,7.3,5.4,5.8,5.1,4.8,3.9,Var,Sporcu,Aktif,Sağ,8,['Voleybol'],Voleybol,Orta,5.4,Karma,5.9,6.1,Marmara,Düşük,Orta,Bisiklet,71.3,51.9,71.2,53.0,70.6,69.6,64.5,72.2,50.9,67.8
35,Erkek,186,66.9,19.3,Ektomorf,16.2,6.8,Yüksek,4.6,2.4,6.3,4.9,4.3,4.3,5.7,Yok,Sedanter,Aktif,Sağ,2,['Voleybol'],Voleybol,Yok,6.6,Takım,2.6,7.5,Marmara,Düşük,Orta,Basketbol,51.3,70.0,70.2,70.2,64.2,41.6,44.5,62.2,56.2,43.6
17,Erkek,176,45.7,14.8,Mezomorf,18.6,13.9,Orta,4.4,5.3,4.6,4.8,4.1,3.2,4.6,Var,Aktif,Sporcu,Sağ,1,['Tenis'],Tenis,Yok,4.8,Takım,4.9,5.9,İç Anadolu,Orta,Orta,Basketbol,65.6,49.7,68.3,50.1,65.0,59.8,59.8,62.4,40.7,61.6
34,Kadın,164,58.1,21.6,Mezomorf,26.4,14.8,Yüksek,4.6,5.9,5.6,7.1,5.8,4.1,5.1,Yok,Sedanter,Aktif,Sol,5,['Futbol'],Futbol,Hafif,7.4,Bireysel,3.2,7.2,Karadeniz,Yüksek,Orta,Yüzme,63.6,49.0,63.0,44.8,70.7,68.5,68.4,68.0,50.7,65.8
26,Erkek,195,85.8,22.7,Endomorf,29.5,15.9,Orta,3.9,8.4,5.3,5.0,7.0,6.4,7.2,Var,Sporcu,Sporcu,Sağ,14,"['Boks', 'Tenis', 'Güreş']",Güreş,Orta,3.4,Karma,4.5,6.7,Karadeniz,Orta,Kolay,Güreş,53.1,47.5,56.8,56.8,56.4,72.9,51.1,55.8,57.8,54.2
33,Erkek,180,74.5,23.1,Mezomorf,28.7,14.7,Yüksek,6.2,8.3,4.7,6.1,6.4,5.9,4.2,Var,Sedanter,Aktif,Sağ,4,['Basketbol'],Basketbol,Hafif,4.3,Takım,6.9,4.9,Güneydoğu Anadolu,Orta,Orta,Basketbol,73.3,50.2,76.2,58.1,73.5,72.7,68.9,75.3,57.6,69.8
35,Erkek,171,60.5,20.6,Endomorf,21.3,17.9,Orta,3.8,3.8,3.5,4.0,5.3,4.9,4.3,Yok,Sedanter,Aktif,Sağ,13,['Bisiklet'],Bisiklet,Orta,8.1,Bireysel,3.4,7.5,Marmara,Düşük,Kolay,Güreş,39.3,44.2,43.3,43.3,40.1,56.7,40.7,38.2,41.8,37.1
31,Erkek,176,71.3,23.0,Mezomorf,26.6,18.3,Düşük,5.3,7.1,6.3,5.5,5.4,6.1,6.3,Var,Sporcu,Sporcu,Sağ,4,['Güreş'],Güreş,Yok,7.4,Bireysel,6.9,4.9,İç Anadolu,Orta,Orta,Bisiklet,65.5,51.4,65.0,46.8,72.7,72.7,68.2,76.7,52.9,72.7
23,Erkek,171,60.7,20.7,Mezomorf,27.0,11.1,Yüksek,5.9,9.2,6.2,6.3,7.4,6.8,4.5,Yok,Aktif,Sedanter,Sağ,12,['Basketbol'],Basketbol,Yok,4.5,Karma,4.6,5.7,Karadeniz,Orta,Orta,Bisiklet,77.3,52.9,76.4,58.2,77.2,79.1,71.1,82.7,63.1,74.2
24,Erkek,157,41.1,16.7,Ektomorf,19.6,12.5,Düşük,6.0,4.8,7.8,7.5,6.3,7.2,7.6,Yok,Aktif,Aktif,Sağ,6,['Voleybol'],Voleybol,Yok,3.4,Takım,6.8,5.6,İç Anadolu,Orta,Zor,Bisiklet,60.2,74.9,72.9,72.9,72.5,58.7,58.9,77.3,74.2,56.7
14,Kadın,159,46.5,18.3,Ektomorf,19.2,16.8,Yüksek,6.0,2.4,6.1,7.5,4.1,4.2,3.2,Yok,Sedanter,Sedanter,Sağ,2,"['Basketbol', 'Voleybol']",Voleybol,Hafif,4.7,Bireysel,5.4,6.2,Marmara,Düşük,Orta,Koşu/Atletizm,45.8,71.4,61.9,61.9,65.3,45.8,46.9,61.6,60.4,41.3
14,Erkek,188,59.8,16.9,Ektomorf,15.9,9.4,Yüksek,4.9,2.1,5.8,4.6,5.0,3.6,4.7,Yok,Aktif,Aktif,Sağ,2,"['Boks', 'Futbol']",Boks,Yok,3.2,Bireysel,4.0,4.1,Karadeniz,Düşük,Kolay,Koşu/Atletizm,44.9,70.8,65.0,65.0,62.5,38.4,44.0,58.9,55.1,40.9
40,Erkek,155,47.5,19.8,Ektomorf,20.3,7.3,Orta,6.1,2.5,6.4,5.7,4.8,4.4,3.0,Yok,Aktif,Aktif,Sağ,26,['Futbol'],Futbol,Yok,5.1,Bireysel,2.6,7.2,Güneydoğu Anadolu,Orta,Orta,Koşu/Atletizm,47.8,71.5,62.8,62.8,62.3,43.6,44.7,62.9,58.9,41.8
39,Erkek,163,60.3,22.8,Ektomorf,24.7,13.7,Orta,4.8,3.7,6.3,5.9,3.3,4.4,5.2,Var,Aktif,Aktif,Sağ,25,['Basketbol'],Basketbol,Orta,5.3,Takım,2.6,4.8,İç Anadolu,Orta,Zor,Koşu/Atletizm,49.8,68.4,66.0,66.0,65.6,46.0,44.0,65.3,58.7,45.5
20,Kadın,165,58.2,21.3,Mezomorf,19.0,18.9,Orta,5.1,5.5,5.2,7.7,7.5,6.2,4.5,Yok,Sedanter,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,4.6,Bireysel,6.1,4.3,Karadeniz,Yüksek,Kolay,Tenis,66.9,49.2,67.2,49.0,70.4,72.0,72.4,70.9,58.0,64.2
36,Erkek,173,65.3,21.7,Ektomorf,29.7,11.7,Düşük,4.4,4.9,5.2,5.9,3.9,3.4,5.0,Yok,Sedanter,Aktif,Sağ,25,"['Basketbol', 'Atletizm']",Atletizm,Yok,8.1,Bireysel,5.8,5.0,Marmara,Düşük,Kolay,Yüzme,40.9,66.3,60.3,60.3,67.0,44.4,44.0,63.3,60.2,44.5
50,Erkek,185,81.9,23.9,Mezomorf,27.5,17.6,Düşük,4.5,6.7,5.2,4.6,4.3,3.6,5.3,Var,Sedanter,Aktif,Sağ,11,"['Bisiklet', 'Futbol']",Bisiklet,Yok,6.6,Karma,5.1,7.0,Marmara,Yüksek,Kolay,Basketbol,67.3,47.7,69.9,51.8,69.4,63.8,61.3,67.8,44.0,66.7
25,Kadın,172,48.1,16.2,Mezomorf,18.5,15.4,Düşük,4.8,3.6,5.0,6.4,5.1,6.0,7.0,Var,Aktif,Aktif,Sağ,9,"['Voleybol', 'Basketbol', 'Jimnastik', 'Yüzme']",Basketbol,Hafif,7.0,Bireysel,4.8,7.1,Karadeniz,Orta,Zor,Tenis,61.6,50.4,63.1,44.9,65.1,65.5,69.6,65.8,47.5,64.4
22,Kadın,155,40.0,16.6,Ektomorf,19.4,13.0,Orta,6.1,3.7,7.9,9.1,4.9,6.5,5.6,Yok,Aktif,Sedanter,Sol,8,"['Futbol', 'Yüzme', 'Boks']",Boks,Orta,3.3,Takım,6.1,5.1,Güneydoğu Anadolu,Düşük,Zor,Koşu/Atletizm,58.0,75.2,70.3,70.3,73.4,58.5,55.8,73.6,71.3,51.5
36,Erkek,174,69.9,23.0,Mezomorf,21.1,17.1,Düşük,5.1,5.5,3.7,3.7,4.1,3.6,5.7,Var,Sedanter,Sporcu,Sağ,22,"['Futbol', 'Bisiklet', 'Voleybol']",Bisiklet,Orta,5.1,Takım,2.6,6.8,Akdeniz,Orta,Zor,Basketbol,65.3,46.2,69.3,51.2,61.5,57.3,61.1,61.8,39.8,63.6
48,Kadın,155,52.5,21.9,Endomorf,16.5,20.7,Düşük,2.6,3.7,4.2,4.0,5.3,4.1,5.3,Yok,Sedanter,Sedanter,Sağ,29,"['Tenis', 'Basketbol', 'Bisiklet', 'Futbol']",Tenis,Ağır,6.5,Takım,2.8,5.2,Güneydoğu Anadolu,Yüksek,Orta,Güreş,45.6,42.4,46.5,46.5,39.2,56.4,40.4,37.8,40.2,37.8
30,Kadın,169,52.0,18.3,Mezomorf,12.0,14.8,Düşük,4.6,2.4,4.8,7.0,5.5,4.7,4.5,Yok,Sedanter,Aktif,Sağ,15,['Yüzme'],Yüzme,Ağır,6.9,Takım,2.6,6.5,Marmara,Orta,Orta,Basketbol,68.9,48.8,70.4,52.2,63.3,61.6,66.5,59.8,44.7,56.9
14,Erkek,170,52.3,18.2,Ektomorf,15.2,9.0,Yüksek,6.2,2.6,5.5,5.2,5.2,3.9,4.5,Yok,Sedanter,Sedanter,Sağ,3,"['Bisiklet', 'Futbol']",Futbol,Yok,4.2,Takım,2.9,4.9,Karadeniz,Düşük,Orta,Basketbol,54.4,71.3,72.8,72.8,61.8,40.4,47.5,60.0,58.0,43.3
44,Erkek,177,74.8,24.0,Mezomorf,24.9,17.8,Yüksek,3.6,5.1,5.4,3.5,4.3,3.2,5.8,Yok,Aktif,Aktif,Sağ,9,"['Futbol', 'Voleybol', 'Atletizm']",Voleybol,Yok,5.7,Karma,3.8,6.5,Ege,Orta,Orta,Basketbol,66.0,46.3,67.3,49.2,63.9,58.5,58.5,63.8,38.4,63.5
23,Kadın,159,46.2,18.2,Mezomorf,16.1,8.4,Yüksek,6.5,4.9,6.7,8.2,6.3,6.9,5.2,Yok,Sedanter,Sedanter,Sağ,11,['Bisiklet'],Bisiklet,Orta,6.3,Karma,6.7,7.2,Ege,Orta,Orta,Futbol,77.3,55.2,74.1,55.9,72.2,75.8,74.9,74.4,56.9,69.6
43,Erkek,178,81.1,25.5,Endomorf,27.7,23.2,Yüksek,3.9,5.7,3.8,2.8,3.6,5.8,5.9,Yok,Sedanter,Aktif,Sol,3,"['Futbol', 'Yüzme', 'Basketbol']",Yüzme,Hafif,5.2,Bireysel,3.7,5.5,İç Anadolu,Orta,Zor,Güreş,36.9,43.3,41.3,41.3,42.7,60.2,38.5,45.1,41.6,44.2
46,Kadın,155,50.5,21.1,Mezomorf,17.3,14.9,Yüksek,4.9,2.7,3.9,5.5,5.3,4.8,3.6,Yok,Sedanter,Sporcu,Sağ,27,['Tenis'],Tenis,Hafif,6.3,Takım,4.7,6.1,Güneydoğu Anadolu,Düşük,Orta,Basketbol,67.5,46.2,68.8,50.7,57.8,58.0,62.4,58.7,42.4,54.7
36,Kadın,159,54.0,21.3,Endomorf,25.5,23.3,Düşük,2.9,5.1,4.1,3.5,3.2,5.2,5.8,Yok,Sedanter,Sedanter,Sağ,17,"['Yüzme', 'Futbol', 'Voleybol']",Yüzme,Hafif,7.5,Takım,1.3,6.8,Karadeniz,Düşük,Orta,Güreş,42.2,43.0,43.7,43.7,41.2,59.8,37.1,43.1,40.0,41.6
37,Kadın,156,53.1,21.7,Mezomorf,17.1,15.8,Orta,3.6,2.9,4.6,6.3,3.3,4.6,6.0,Yok,Sedanter,Aktif,Sağ,14,['Futbol'],Futbol,Yok,7.9,Takım,4.4,5.5,İç Anadolu,Düşük,Zor,Basketbol,62.7,45.0,63.0,44.8,61.0,60.7,62.2,60.2,40.2,58.4
12,Erkek,178,49.2,15.6,Ektomorf,21.0,6.9,Düşük,5.0,2.7,5.4,5.7,5.4,5.0,5.7,Var,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,2.3,Bireysel,2.1,6.4,Ege,Yüksek,Orta,Koşu/Atletizm,45.1,70.3,64.7,64.7,63.6,43.3,48.7,62.4,61.5,43.3
41,Erkek,163,52.4,19.8,Ektomorf,21.3,15.9,Düşük,6.0,3.9,6.1,5.9,5.1,4.5,3.2,Yok,Sedanter,Sedanter,Sağ,18,"['Basketbol', 'Güreş', 'Jimnastik', 'Atletizm']",Güreş,Orta,8.0,Bireysel,3.2,5.1,Karadeniz,Orta,Kolay,Koşu/Atletizm,47.6,71.2,64.2,64.2,65.6,46.2,45.8,65.6,62.5,44.0
45,Kadın,170,54.5,18.9,Ektomorf,17.6,19.1,Düşük,4.4,2.3,6.6,5.5,3.2,4.3,5.4,Var,Sedanter,Sedanter,Sağ,28,"['Basketbol', 'Voleybol', 'Atletizm', 'Futbol']",Voleybol,Orta,7.5,Bireysel,3.6,5.9,Marmara,Düşük,Orta,Koşu/Atletizm,42.2,69.8,58.7,58.7,63.8,43.1,42.7,62.7,55.1,43.1
23,Kadın,159,53.6,21.1,Mezomorf,23.6,22.7,Düşük,6.6,6.0,6.8,8.0,6.9,4.1,4.7,Yok,Sedanter,Aktif,Sağ,1,['Tenis'],Tenis,Yok,4.5,Karma,7.1,6.9,Karadeniz,Orta,Zor,Futbol,78.7,54.7,75.3,57.2,74.1,72.5,74.9,70.9,54.5,71.1
21,Kadın,155,40.0,16.6,Ektomorf,15.6,17.4,Düşük,7.1,3.0,7.7,8.4,7.8,7.8,5.0,Var,Aktif,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,4.7,Bireysel,4.6,6.7,İç Anadolu,Orta,Kolay,Koşu/Atletizm,57.5,76.6,70.1,70.1,70.5,58.0,60.5,74.4,76.4,50.5
42,Kadın,164,64.7,24.0,Mezomorf,20.4,25.5,Orta,4.8,3.3,4.8,4.9,5.8,4.7,4.1,Yok,Sedanter,Aktif,Sağ,12,"['Voleybol', 'Futbol', 'Bisiklet', 'Boks']",Boks,Orta,7.9,Bireysel,2.7,5.4,Ege,Orta,Zor,Basketbol,62.5,47.1,63.4,45.2,60.5,59.5,62.9,61.8,43.1,58.2
35,Kadın,169,53.6,18.7,Mezomorf,18.3,13.3,Düşük,3.5,3.1,3.5,6.3,5.9,3.7,4.7,Yok,Sedanter,Sedanter,Sağ,16,"['Tenis', 'Futbol', 'Voleybol', 'Atletizm']",Futbol,Ağır,5.3,Takım,1.0,5.3,İç Anadolu,Düşük,Orta,Basketbol,65.3,44.3,69.1,50.9,60.9,57.5,64.4,56.2,43.6,54.2
26,Erkek,175,62.2,20.2,Endomorf,21.0,13.6,Yüksek,3.0,4.8,4.9,4.8,5.7,6.4,5.8,Yok,Sedanter,Sedanter,Sağ,10,['Futbol'],Futbol,Orta,5.5,Takım,1.9,5.6,Marmara,Düşük,Orta,Güreş,48.4,45.6,50.4,50.4,46.4,65.3,44.2,46.9,48.5,42.7
14,Kadın,147,40.0,18.4,Ektomorf,13.3,17.6,Düşük,4.8,1.5,6.2,6.6,5.5,4.5,4.7,Yok,Sedanter,Sedanter,Sağ,3,"['Basketbol', 'Atletizm', 'Yüzme']",Yüzme,Yok,4.8,Karma,4.3,6.3,Karadeniz,Düşük,Zor,Koşu/Atletizm,53.6,68.7,68.1,68.1,60.8,43.3,48.4,60.4,60.2,40.4
46,Kadın,161,52.6,20.3,Ektomorf,24.1,16.5,Düşük,6.2,2.3,6.8,6.5,4.5,5.8,5.3,Yok,Sedanter,Sporcu,Sağ,35,"['Atletizm', 'Voleybol', 'Tenis']",Tenis,Ağır,7.0,Karma,5.7,7.9,Marmara,Orta,Kolay,Koşu/Atletizm,55.5,72.5,70.5,70.5,64.8,48.0,50.0,66.4,62.0,46.5
30,Kadın,158,40.0,16.0,Ektomorf,12.9,7.4,Düşük,5.6,2.7,8.1,7.6,6.7,5.6,6.7,Yok,Sedanter,Sedanter,Sağ,1,['Atletizm'],Atletizm,Yok,4.0,Bireysel,5.6,7.9,Marmara,Orta,Kolay,Koşu/Atletizm,53.5,75.0,65.8,65.8,69.6,52.7,57.5,69.8,68.4,51.1
44,Erkek,169,58.1,20.4,Mezomorf,29.0,17.7,Yüksek,3.7,7.2,4.5,3.9,3.4,3.5,5.6,Yok,Aktif,Sedanter,Sağ,6,"['Basketbol', 'Bisiklet', 'Tenis']",Basketbol,Yok,5.8,Karma,2.5,6.0,Marmara,Düşük,Kolay,Bisiklet,62.9,45.9,64.9,46.7,65.8,62.0,57.5,67.1,41.8,65.5
29,Kadın,163,53.5,20.0,Ektomorf,19.4,23.8,Orta,6.5,3.8,7.6,8.1,4.3,5.4,3.8,Yok,Sedanter,Aktif,Sol,2,"['Atletizm', 'Basketbol']",Atletizm,Hafif,4.9,Bireysel,5.6,5.1,İç Anadolu,Düşük,Zor,Koşu/Atletizm,49.8,74.7,63.6,63.6,72.2,54.4,50.4,70.7,66.5,48.5
41,Erkek,172,72.4,24.4,Ektomorf,23.0,17.2,Orta,4.6,3.7,6.5,5.9,3.3,5.0,5.5,Yok,Aktif,Sporcu,Sağ,30,"['Tenis', 'Futbol', 'Basketbol', 'Yüzme']",Basketbol,Ağır,7.2,Karma,5.3,7.5,Marmara,Orta,Orta,Koşu/Atletizm,49.8,68.0,66.7,66.7,67.1,47.5,44.2,67.1,59.8,46.0
43,Erkek,164,50.5,18.8,Ektomorf,15.9,11.5,Orta,5.8,3.0,6.9,5.9,3.1,5.1,4.9,Yok,Sedanter,Sedanter,Sağ,3,"['Atletizm', 'Güreş']",Atletizm,Hafif,8.6,Bireysel,2.6,4.1,Doğu Anadolu,Yüksek,Zor,Koşu/Atletizm,45.1,72.6,60.3,60.3,65.6,47.1,44.9,66.7,58.4,46.5
14,Erkek,173,62.1,20.7,Mezomorf,30.3,11.5,Yüksek,4.8,8.7,4.9,5.1,3.5,6.2,4.5,Yok,Sedanter,Aktif,Sağ,3,"['Futbol', 'Voleybol', 'Jimnastik']",Futbol,Hafif,2.4,Karma,6.6,5.2,Doğu Anadolu,Düşük,Orta,Bisiklet,65.8,48.7,67.6,49.4,71.9,72.5,59.8,77.3,51.8,68.9
25,Erkek,181,78.6,24.0,Ektomorf,25.2,12.4,Orta,7.3,4.3,6.9,5.4,4.9,5.4,5.8,Yok,Aktif,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.4,Karma,6.6,6.8,Güneydoğu Anadolu,Orta,Zor,Basketbol,58.4,74.0,75.6,75.6,69.1,49.1,51.6,70.2,63.6,53.3
13,Erkek,176,52.5,16.9,Ektomorf,22.1,6.8,Orta,6.2,3.3,5.8,6.5,5.2,3.2,3.9,Var,Aktif,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.1,Karma,2.5,5.5,Marmara,Yüksek,Zor,Basketbol,54.9,72.5,73.6,73.6,66.7,43.3,48.7,60.7,60.4,44.0
29,Kadın,161,49.8,19.2,Ektomorf,13.9,13.1,Düşük,6.1,1.1,6.9,7.7,5.9,3.7,5.7,Var,Sporcu,Sedanter,Sağ,8,"['Basketbol', 'Voleybol']",Voleybol,Yok,4.2,Karma,3.9,5.6,Akdeniz,Orta,Orta,Koşu/Atletizm,58.0,72.9,72.8,72.8,65.0,44.4,55.3,59.3,60.7,45.1
36,Kadın,165,57.1,20.9,Mezomorf,25.9,14.0,Düşük,5.4,5.2,4.8,5.5,4.1,4.3,5.0,Var,Sporcu,Aktif,Sağ,11,['Futbol'],Futbol,Hafif,5.8,Takım,4.3,6.9,Marmara,Düşük,Zor,Basketbol,67.8,49.2,68.8,50.6,65.2,63.3,63.6,65.1,43.8,64.4
38,Erkek,170,55.9,19.4,Ektomorf,19.9,13.2,Yüksek,4.7,2.1,5.8,4.6,5.5,3.5,4.9,Yok,Sedanter,Sporcu,Sağ,23,"['Yüzme', 'Futbol', 'Basketbol', 'Tenis']",Futbol,Ağır,7.9,Bireysel,1.8,7.2,Doğu Anadolu,Düşük,Orta,Koşu/Atletizm,45.5,68.7,63.4,63.4,60.3,38.2,44.9,58.7,55.8,40.9
34,Erkek,190,68.2,18.9,Mezomorf,16.7,15.3,Orta,5.8,3.9,4.5,6.3,6.8,4.1,4.6,Var,Sedanter,Sedanter,Sağ,16,"['Atletizm', 'Tenis', 'Futbol', 'Basketbol']",Futbol,Hafif,4.9,Karma,5.2,5.4,İç Anadolu,Yüksek,Kolay,Basketbol,72.9,51.1,77.5,59.3,66.7,61.5,70.0,61.1,47.5,61.5
27,Erkek,181,66.3,20.2,Ektomorf,34.0,18.9,Düşük,5.6,6.5,7.9,5.8,5.7,5.0,3.9,Yok,Aktif,Aktif,Sağ,3,"['Boks', 'Futbol', 'Basketbol']",Basketbol,Hafif,6.8,Bireysel,5.0,5.9,Ege,Düşük,Orta,Bisiklet,51.3,74.2,66.7,66.7,75.6,54.9,47.3,76.4,69.1,52.5
45,Erkek,180,65.5,20.3,Ektomorf,25.6,17.2,Düşük,4.4,3.0,6.3,5.3,3.4,3.0,4.1,Yok,Sedanter,Aktif,Sağ,26,['Jimnastik'],Jimnastik,Ağır,6.3,Karma,4.0,7.3,Güneydoğu Anadolu,Orta,Kolay,Koşu/Atletizm,49.3,69.1,67.5,67.5,65.3,41.1,40.4,60.7,54.0,41.5
